pos,word,article,gender,gender_tip,plural,meaning,ex1_de,ex1_en,ex2_de,ex2_en,ex3_de,ex3_en,ex4_de,ex4_en,ex5_de,ex5_en
verb,tanzen,,,,,to dance,Wir tanzen gern.,We like to dance.,,,,,,,,
verb,singen,,,,,to sing,Sie singt ein Lied.,She sings a song.,,,,,,,,
verb,kaufen,,,,,to buy,Ich kaufe Brot.,I buy bread.,,,,,,,,
adj,früh,,,,,early,Ich stehe früh auf.,I get up early.,,,,,,,,
adj,spät,,,,,late,Der Bus kommt spät.,The bus comes late.,,,,,,,,
adj,wichtig,,,,,important,Das ist wichtig.,That is important.,,,,,,,,
adj,einfach,,,,,easy,Die Aufgabe ist einfach.,The task is easy.,,,,,,,,
adj,schwierig,,,,,difficult,Deutsch ist schwierig.,German is difficult.,,,,,,,,
adj,kaputt,,,,,broken,Meine Brille ist kaputt.,My glasses are broken.,,,,,,,,
phrase,Wie bitte?,,,,,pardon? / say that again?,Wie bitte? Ich verstehe nicht.,Pardon? I don’t understand.,,,,,,,,
phrase,Gute Reise!,,,,,have a good trip!,Gute Reise!,Have a good trip!,,,,,,,,
noun,Brötchen,das,n,Diminutive -chen is always neuter (das).,Brötchen,bread roll,Ich esse ein Brötchen.,I eat a bread roll.,,,,,,,,
noun,Butter,die,f,Many nouns ending in -er can still be feminine like die Butter.,,butter,Die Butter ist im Kühlschrank.,The butter is in the fridge.,,,,,,,,
noun,Käse,der,m,Many dairy products are masculine (der).,Käse,cheese,Der Käse schmeckt gut.,The cheese tastes good.,,,,,,,,
noun,Milch,die,f,Many basic liquids are feminine (die).,,milk,Ich trinke Milch.,I drink milk.,,,,,,,,
noun,Wasser,das,n,Many substances are neuter (das).,,water,Das Wasser ist kalt.,The water is cold.,,,,,,,,
noun,Saft,der,m,Many drinks ending with a consonant are masculine (der).,Säfte,juice,Ich möchte einen Saft.,I would like a juice.,,,,,,,,
noun,Tee,der,m,Most beverage names are masculine (der).,Tees,tea,Der Tee ist heiß.,The tea is hot.,,,,,,,,
noun,Frühstück,das,n,Nouns ending in -stück are often neuter (das).,Frühstücke,breakfast,Das Frühstück ist um acht Uhr.,Breakfast is at eight o’clock.,,,,,,,,
noun,Mittagessen,das,n,Compound with Essen is neuter (das).,Mittagessen,lunch,Wir essen Mittagessen.,We eat lunch.,,,,,,,,
noun,Abendessen,das,n,Compound with Essen is neuter (das).,Abendessen,dinner,Das Abendessen ist fertig.,Dinner is ready.,,,,,,,,
noun,Uhr,die,f,Time words like Uhr are feminine (die).,Uhren,clock / o’clock,Meine Uhr ist neu.,My watch is new.,,,,,,,,
noun,Woche,die,f,Nouns ending in -e are often feminine (die).,Wochen,week,Diese Woche habe ich Zeit.,This week I have time.,,,,,,,,
noun,Jahr,das,n,Time units like Jahr are often neuter (das).,Jahre,year,Das Jahr ist 2026.,The year is 2026.,,,,,,,,
noun,Tag,der,m,Many time words are masculine like der Tag.,Tage,day,Heute ist ein guter Tag.,Today is a good day.,,,,,,,,
noun,Wetter,das,n,Many abstract nouns like Wetter are neuter (das).,Wetter,weather,Das Wetter ist gut.,The weather is good.,,,,,,,,
noun,Regen,der,m,Many weather nouns are masculine (der).,,rain,Der Regen ist kalt.,The rain is cold.,,,,,,,,
noun,Sonne,die,f,Nouns ending in -e are often feminine (die).,Sonnen,sun,Die Sonne scheint.,The sun is shining.,,,,,,,,
noun,Bahnhof,der,m,Compound with Hof is often masculine (der).,Bahnhöfe,train station,Der Bahnhof ist groß.,The train station is big.,,,,,,,,
noun,Fahrkarte,die,f,Nouns ending in -e are often feminine (die).,Fahrkarten,ticket,Ich brauche eine Fahrkarte.,I need a ticket.,,,,,,,,
noun,Bus,der,m,Many transport nouns are masculine (der).,Busse,bus,Der Bus kommt gleich.,The bus is coming soon.,,,,,,,,
noun,Haltestelle,die,f,Nouns ending in -e are often feminine (die).,Haltestellen,bus stop,Die Haltestelle ist dort.,The bus stop is there.,,,,,,,,
noun,Straße,die,f,Nouns ending in -e are often feminine (die).,Straßen,street,Die Straße ist lang.,The street is long.,,,,,,,,
noun,Park,der,m,Many place nouns are masculine (der).,Parks,park,Wir gehen in den Park.,We go to the park.,,,,,,,,
noun,Wohnung,die,f,Nouns ending in -ung are feminine (die).,Wohnungen,apartment,Die Wohnung ist klein.,The apartment is small.,,,,,,,,
noun,Küche,die,f,Nouns ending in -e are often feminine (die).,Küchen,kitchen,Die Küche ist sauber.,The kitchen is clean.,,,,,,,,
noun,Badezimmer,das,n,Compound with Zimmer is neuter (das).,Badezimmer,bathroom,Das Badezimmer ist nebenan.,The bathroom is next door.,,,,,,,,
noun,Schlüssel,der,m,Many everyday objects are masculine (der).,Schlüssel,key,Wo ist der Schlüssel?,Where is the key?,,,,,,,,
noun,Tasche,die,f,Nouns ending in -e are often feminine (die).,Taschen,bag,Die Tasche ist schwer.,The bag is heavy.,,,,,,,,
verb,gehen,,,,,to go,Ich gehe nach Hause.,I go home.,,,,,,,,
verb,kommen,,,,,to come,Wir kommen morgen.,We come tomorrow.,,,,,,,,
verb,machen,,,,,to do / make,Ich mache die Hausaufgabe.,I do the homework.,,,,,,,,
verb,lernen,,,,,to learn,Er lernt Deutsch.,He learns German.,,,,,,,,
verb,fragen,,,,,to ask,Ich frage den Lehrer.,I ask the teacher.,,,,,,,,
verb,antworten,,,,,to answer,Sie antwortet schnell.,She answers quickly.,,,,,,,,
verb,bezahlen,,,,,to pay,Wir bezahlen die Rechnung.,We pay the bill.,,,,,,,,
verb,suchen,,,,,to look for,Ich suche meine Tasche.,I look for my bag.,,,,,,,,
verb,finden,,,,,to find,Ich finde den Schlüssel.,I find the key.,,,,,,,,
verb,brauchen,,,,,to need,Ich brauche Hilfe.,I need help.,,,,,,,,
adj,kalt,,,,,cold,Das Wasser ist kalt.,The water is cold.,,,,,,,,
adj,warm,,,,,warm,Der Tee ist warm.,The tea is warm.,,,,,,,,
adj,teuer,,,,,expensive,Das ist zu teuer.,That is too expensive.,,,,,,,,
adj,billig,,,,,cheap,Die Schuhe sind billig.,The shoes are cheap.,,,,,,,,
adj,groß,,,,,big,Der Park ist groß.,The park is big.,,,,,,,,
adj,klein,,,,,small,Die Wohnung ist klein.,The apartment is small.,,,,,,,,
adj,schön,,,,,beautiful / nice,Der Film ist schön.,The film is nice.,,,,,,,,
phrase,Guten Morgen!,,,,,good morning!,Guten Morgen! Wie geht es dir?,Good morning! How are you?,,,,,,,,
phrase,Danke schön!,,,,,thank you very much!,Danke schön für die Hilfe.,Thank you very much for the help.,,,,,,,,
phrase,Entschuldigung!,,,,,excuse me / sorry!,Entschuldigung! Wo ist der Bahnhof?,Excuse me! Where is the station?,,,,,,,,
noun,Flughafen,der,m,Often der with -hafen,Flughäfen,airport,Der Flughafen ist groß.,The airport is big.,Wir sind am Flughafen.,We are at the airport.,,,,,,
noun,Terminal,das,n,Many words ending -al are neuter,Terminals,terminal,Das Terminal ist neu.,The terminal is new.,Wir warten im Terminal.,We wait in the terminal.,,,,,,
noun,Abflug,der,m,Nouns with Ab- are often masculine,Abflüge,departure,Der Abflug ist um 10 Uhr.,The departure is at 10 o'clock.,Der Abflug ist heute.,The departure is today.,,,,,,
noun,Ankunft,die,f,Nouns ending -kunft are feminine,Ankünfte,arrival,Die Ankunft ist spät.,The arrival is late.,Wir sehen die Ankunft.,We see the arrival.,,,,,,
noun,Flug,der,m,Most -flug nouns are masculine,Flüge,flight,Mein Flug ist pünktlich.,My flight is on time.,Der Flug ist voll.,The flight is full.,,,,,,
noun,Flugzeug,das,n,Suffix -zeug is neuter,Flugzeuge,airplane,Das Flugzeug startet jetzt.,The airplane takes off now.,Das Flugzeug landet bald.,The airplane lands soon.,,,,,,
noun,Gate,das,n,Many loanwords are neuter here,Gates,gate,Das Gate ist Nummer 12.,The gate is number 12.,Wir gehen zum Gate.,We go to the gate.,,,,,,
noun,Schalter,der,m,Masculine noun der Schalter,Schalter,counter,Der Schalter ist offen.,The counter is open.,Ich bin am Schalter.,I am at the counter.,,,,,,
noun,Check-in,der,m,Often der for this loanword,Check-ins,check-in,Der Check-in ist hier.,The check-in is here.,Wo ist der Check-in?,Where is the check-in?,,,,,,
noun,Bordkarte,die,f,Nouns ending -karte are feminine,Bordkarten,boarding pass,Ich habe eine Bordkarte.,I have a boarding pass.,Die Bordkarte ist im Handy.,The boarding pass is on the phone.,,,,,,
noun,Sitzplatz,der,m,Masculine compound with Platz,Sitzplätze,seat,Mein Sitzplatz ist 14A.,My seat is 14A.,Der Sitzplatz ist frei.,The seat is free.,,,,,,
noun,Fensterplatz,der,m,Platz compounds are often masculine,Fensterplätze,window seat,Ich möchte einen Fensterplatz.,I want a window seat.,Der Fensterplatz ist schön.,The window seat is nice.,,,,,,
noun,Gangplatz,der,m,Platz compounds are often masculine,Gangplätze,aisle seat,Ich möchte einen Gangplatz.,I want an aisle seat.,Der Gangplatz ist praktisch.,The aisle seat is practical.,,,,,,
noun,Gepäck,das,n,Often uncountable,,luggage,Mein Gepäck ist schwer.,My luggage is heavy.,Das Gepäck ist weg.,The luggage is gone.,,,,,,
noun,Koffer,der,m,Masculine noun der Koffer,Koffer,suitcase,Der Koffer ist blau.,The suitcase is blue.,Mein Koffer ist groß.,My suitcase is big.,,,,,,
noun,Handgepäck,das,n,Compound with Gepäck is neuter,,carry-on luggage,Das Handgepäck ist klein.,The carry-on is small.,Ich habe nur Handgepäck.,I have only carry-on.,,,,,,
noun,Reisetasche,die,f,Nouns ending -tasche are feminine,Reisetaschen,travel bag,Die Reisetasche ist leicht.,The travel bag is light.,Ich trage die Reisetasche.,I carry the travel bag.,,,,,,
noun,Gepäckband,das,n,Band meaning belt is neuter,Gepäckbänder,baggage belt,Das Gepäckband ist dort.,The baggage belt is there.,Wir warten am Gepäckband.,We wait at the baggage belt.,,,,,,
noun,Gepäckwagen,der,m,Wagen is masculine,Gepäckwagen,luggage cart,Der Gepäckwagen ist frei.,The luggage cart is free.,Ich brauche einen Gepäckwagen.,I need a luggage cart.,,,,,,
noun,Sicherheitskontrolle,die,f,Nouns ending -kontrolle are feminine,Sicherheitskontrollen,security check,Die Sicherheitskontrolle ist hier.,The security check is here.,Wir gehen zur Sicherheitskontrolle.,We go to the security check.,,,,,,
noun,Scanner,der,m,Often der for -er agent nouns,Scanner,scanner,Der Scanner ist neu.,The scanner is new.,Der Scanner piept.,The scanner beeps.,,,,,,
noun,Zoll,der,m,Masculine noun der Zoll,,customs,Der Zoll ist links.,Customs is on the left.,Wir gehen durch den Zoll.,We go through customs.,,,,,,
noun,Information,die,f,Nouns ending -ion are often feminine,Informationen,information desk,Die Information ist im Terminal.,The information desk is in the terminal.,Ich frage bei der Information.,I ask at the information desk.,,,,,,
noun,Durchsage,die,f,Nouns ending -sage are feminine,Durchsagen,announcement,Die Durchsage ist laut.,The announcement is loud.,Ich höre eine Durchsage.,I hear an announcement.,,,,,,
noun,Anzeigetafel,die,f,Nouns ending -tafel are feminine,Anzeigetafeln,display board,Die Anzeigetafel ist groß.,The display board is big.,Wir schauen auf die Anzeigetafel.,We look at the display board.,,,,,,
noun,Verspätung,die,f,Nouns ending -ung are feminine,Verspätungen,delay,Der Flug hat Verspätung.,The flight is delayed.,Es gibt eine Verspätung.,There is a delay.,,,,,,
noun,Flugticket,das,n,Ticket is neuter,Flugtickets,plane ticket,Das Flugticket ist teuer.,The plane ticket is expensive.,Ich habe ein Flugticket.,I have a plane ticket.,,,,,,
noun,Reisepass,der,m,Pass is masculine in German,Reisepässe,passport,Mein Reisepass ist gültig.,My passport is valid.,Der Reisepass ist im Rucksack.,The passport is in the backpack.,,,,,,
noun,Visum,das,n,Latin -um nouns are often neuter,Visa,visa,Das Visum ist im Pass.,The visa is in the passport.,Ich brauche ein Visum.,I need a visa.,,,,,,
noun,Flugnummer,die,f,Nummer is feminine,Flugnummern,flight number,Die Flugnummer ist LH123.,The flight number is LH123.,Ich sehe die Flugnummer.,I see the flight number.,,,,,,
verb,einchecken,,,,,to check in,Ich checke online ein.,I check in online.,Wir checken am Schalter ein.,We check in at the counter.,,,,,,
verb,einsteigen,,,,,to board,Wir steigen jetzt ein.,We board now.,Bitte steigen Sie ein.,Please board.,,,,,,
verb,aussteigen,,,,,to get off,Wir steigen in Berlin aus.,We get off in Berlin.,Bitte steigen Sie hier aus.,Please get off here.,,,,,,
verb,abfliegen,,,,,to depart by plane,Wir fliegen um 9 Uhr ab.,We depart at 9 o'clock.,Der Flug fliegt bald ab.,The flight departs soon.,,,,,,
verb,landen,,,,,to land,Das Flugzeug landet um 12 Uhr.,The airplane lands at 12 o'clock.,Wir landen in Wien.,We land in Vienna.,,,,,,
verb,umsteigen,,,,,to change planes,Wir steigen in Frankfurt um.,We change planes in Frankfurt.,Muss ich hier umsteigen?,Do I have to change planes here?,,,,,,
verb,abholen,,,,,to pick up,Ich hole das Gepäck ab.,I pick up the luggage.,Wir holen dich am Flughafen ab.,We pick you up at the airport.,,,,,,
verb,anstehen,,,,,to wait in line,Wir stehen lange an.,We wait in line for a long time.,Ich stehe an der Kontrolle an.,I am waiting in line at the check.,,,,,,
verb,kontrollieren,,,,,to check,Die Polizei kontrolliert die Tickets.,The police check the tickets.,Sie kontrollieren das Gepäck.,They check the luggage.,,,,,,
verb,scannen,,,,,to scan,Sie scannen die Bordkarte.,They scan the boarding pass.,Der Scanner scannt das Gepäck.,The scanner scans the luggage.,,,,,,
adj,verspätet,,,,,delayed,Mein Flug ist verspätet.,My flight is delayed.,Der Abflug ist verspätet.,The departure is delayed.,,,,,,
adj,bereit,,,,,ready,Ich bin bereit.,I am ready.,Wir sind bereit zum Abflug.,We are ready for departure.,,,,,,
adj,voll,,,,,full,Das Flugzeug ist voll.,The airplane is full.,Der Wartebereich ist voll.,The waiting area is full.,,,,,,
adj,frei,,,,,available,Der Sitzplatz ist frei.,The seat is free.,Ein Gepäckwagen ist frei.,A luggage cart is available.,,,,,,
adj,gültig,,,,,valid,Das Visum ist gültig.,The visa is valid.,Mein Reisepass ist gültig.,My passport is valid.,,,,,,
phrase,Wo ist das Gate?,,,,,Where is the gate?,Wo ist das Gate?,Where is the gate?,,,,,,,,
phrase,Wann ist der Abflug?,,,,,When is the departure?,Wann ist der Abflug?,When is the departure?,,,,,,,,
phrase,Ich habe eine Reservierung.,,,,,I have a reservation.,Ich habe eine Reservierung.,I have a reservation.,,,,,,,,
phrase,Ich brauche Hilfe.,,,,,I need help.,Ich brauche Hilfe.,I need help.,,,,,,,,
phrase,Bitte warten Sie hier.,,,,,Please wait here.,Bitte warten Sie hier.,Please wait here.,,,,,,,,
noun,Hotel,das,n,Many loanwords are neuter (das).,Hotels,hotel,Das Hotel ist in der Stadt.,The hotel is in the city.,,,,,,,,
noun,Rezeption,die,f,Nouns ending in -ion are often feminine (die).,Rezeptionen,reception/front desk,Die Rezeption ist rechts.,The reception is on the right.,,,,,,,,
noun,Rezeptionist,der,m,Person noun is often masculine (der).,Rezeptionisten,receptionist,Der Rezeptionist hilft uns.,The receptionist helps us.,,,,,,,,
noun,Rezeptionistin,die,f,Nouns ending in -in are feminine (die).,Rezeptionistinnen,receptionist (female),Die Rezeptionistin ist freundlich.,The (female) receptionist is friendly.,,,,,,,,
noun,Zimmer,das,n,Many room/place nouns are neuter (das).,Zimmer,room,Das Zimmer ist groß.,The room is big.,,,,,,,,
noun,Einzelzimmer,das,n,Compound with Zimmer is neuter (das).,Einzelzimmer,single room,Ich habe ein Einzelzimmer.,I have a single room.,,,,,,,,
noun,Doppelzimmer,das,n,Compound with Zimmer is neuter (das).,Doppelzimmer,double room,Wir möchten ein Doppelzimmer.,We would like a double room.,,,,,,,,
noun,Schlüsselkarte,die,f,Nouns ending in -karte are feminine (die).,Schlüsselkarten,key card,Die Schlüsselkarte funktioniert nicht.,The key card doesn’t work.,,,,,,,,
noun,Aufzug,der,m,Many nouns with -zug are masculine (der).,Aufzüge,elevator,Der Aufzug ist kaputt.,The elevator is broken.,,,,,,,,
noun,Treppe,die,f,Nouns ending in -e are often feminine (die).,Treppen,stairs,Die Treppe ist hier.,The stairs are here.,,,,,,,,
noun,Stockwerk,das,n,Compound with Werk is neuter (das).,Stockwerke,floor/level,Mein Zimmer ist im dritten Stockwerk.,My room is on the third floor.,,,,,,,,
noun,Etage,die,f,Loanword is commonly feminine (die).,Etagen,floor/level,Das Zimmer ist auf der zweiten Etage.,The room is on the second floor.,,,,,,,,
noun,Buchung,die,f,Nouns ending in -ung are feminine (die).,Buchungen,booking,Ich habe eine Buchung.,I have a booking.,,,,,,,,
noun,Reservierung,die,f,Nouns ending in -ung are feminine (die).,Reservierungen,reservation,Wir haben eine Reservierung.,We have a reservation.,,,,,,,,
noun,Ausweis,der,m,Many nouns ending in -weis are masculine (der).,Ausweise,ID card,Bitte zeigen Sie Ihren Ausweis.,Please show your ID.,,,,,,,,
noun,Pass,der,m,Common document noun is masculine (der).,Pässe,passport,Ich habe meinen Pass dabei.,I have my passport with me.,,,,,,,,
noun,Frühstück,das,n,Nouns ending in -stück are often neuter (das).,Frühstücke,breakfast,Das Frühstück ist inklusive.,Breakfast is included.,,,,,,,,
noun,Buffet,das,n,Loanword often neuter (das).,Buffets,buffet,Das Buffet ist sehr gut.,The buffet is very good.,,,,,,,,
noun,Handtuch,das,n,Many household items are neuter (das).,Handtücher,towel,Ich brauche ein Handtuch.,I need a towel.,,,,,,,,
noun,Bettwäsche,die,f,Many nouns ending in -e are feminine (die).,,bed linen,Die Bettwäsche ist sauber.,The bed linen is clean.,,,,,,,,
noun,Kissen,das,n,Common household noun neuter (das).,Kissen,pillow,Das Kissen ist weich.,The pillow is soft.,,,,,,,,
noun,Decke,die,f,Nouns ending in -e are often feminine (die).,Decken,blanket,Die Decke ist warm.,The blanket is warm.,,,,,,,,
noun,Bad,das,n,Many short nouns are neuter (das).,Bäder,bathroom/bath,Das Bad ist klein.,The bathroom is small.,,,,,,,,
noun,Dusche,die,f,Nouns ending in -e are often feminine (die).,Duschen,shower,Die Dusche ist kalt.,The shower is cold.,,,,,,,,
noun,WLAN,das,n,Acronyms are usually neuter (das).,,Wi-Fi,Das WLAN ist langsam.,The Wi-Fi is slow.,,,,,,,,
noun,Passwort,das,n,Compound with Wort is neuter (das).,Passwörter,password,Wie ist das WLAN-Passwort?,What is the Wi-Fi password?,,,,,,,,
noun,Schlüssel,der,m,Many everyday objects are masculine (der).,Schlüssel,key,Wo ist der Schlüssel?,Where is the key?,,,,,,,,
