test_text,answer,test_verb,tip,meaning,grammar_tip
"Ich sehe viele null am Himmel.", "Vögel", "", "birds", "I see many birds in the sky.", "Plural form: masculine/neuter nouns ending in '-el' often stay the same (der Vogel -> die Vögel)."
"Wo sind die null?", "Äpfel", "", "apples", "Where are the apples?", "Plural form: masculine nouns often add '-e' and an umlaut (der Apfel -> die Äpfel)."
"Das ist kein Problem, das ist null Problem.", "ein", "", "a", "That is not a problem, that is a problem.", "'Kein' negates nouns with no article; to affirm, use 'ein'."
"Ich habe null Bruder, ich habe eine Schwester.", "keinen", "", "no/not a", "I don't have a brother, I have a sister.", "Negation with 'kein': masculine noun in Akkusativ needs 'keinen'."
"Das ist null mein Haus.", "nicht", "", "not", "That is not my house.", "Use 'nicht' to negate verbs (sein/haben) or possessive nouns ('mein Haus')."
"Er spricht null Deutsch.", "kein", "", "no", "He speaks no German. (He doesn't speak German.)", "'Kein' negates nouns without an article; 'Deutsch' here is a noun (language)."
"Ich verstehe das null.", "nicht", "", "not", "I don't understand that.", "'Nicht' negates the entire sentence or an object pronoun ('das')."
"Ich esse einen Apfel null eine Banane.", "und", "", "and", "I am eating an apple and a banana.", "Coordinating conjunction 'und' connects two equal items; word order does not change."
"Ich bin müde, null ich schlafe.", "deshalb", "", "therefore/so", "I am tired, so I am going to sleep.", "Conjunction 'deshalb' introduces a result; verb goes to the end in the second clause."
"Ich mag Tee, null ich mag keinen Kaffee.", "aber", "", "but", "I like tea, but I don't like coffee.", "Coordinating conjunction 'aber' contrasts ideas; word order does not change."
"Es ist kalt, null ich bleibe zu Hause.", "denn", "", "because", "It is cold, because I am staying at home.", "Coordinating conjunction 'denn' gives a reason; verb position stays the same."
"Ich lerne Deutsch, null ich möchte in Berlin leben.", "weil", "", "because", "I am learning German because I want to live in Berlin.", "Subordinating conjunction 'weil' introduces a reason; verb moves to the end."
"null ruhig!", "Sei", "sein", "Be", "Be quiet! (to one person, informal)", "Imperative for 'du': use the verb stem (sein -> sei). For most verbs, just remove '-st'."
"null bitte hier!", "Kommt", "kommen", "Come", "Come here, please! (to multiple people, informal)", "Imperative for 'ihr': use the normal present tense form (ihr kommt -> kommt)."
"null Sie bitte Platz!", "Nehmen", "nehmen", "Take", "Please take a seat! (formal)", "Imperative for formal 'Sie': verb + 'Sie' (nehmen + Sie). Same as question form but with '!'."
"null das Fenster auf!", "Mach", "machen", "Make/Do", "Open the window! (to one person, informal)", "Imperative for 'du' with separable verb: stem ('mach') + prefix to end ('auf')."
"null wir ins Kino!", "Gehen", "gehen", "Go", "Let's go to the cinema!", "Imperative for 'wir' (let's): verb (infinitive form) + 'wir' (Gehen wir...!)."
"Ich habe einen Bleistift null einen Kugelschreiber.", "oder", "", "or", "I have a pencil or a pen.", "Coordinating conjunction 'oder' offers an alternative; word order stays the same."
"Ich gehe jetzt, null der Bus kommt.", "denn", "", "because", "I am going now because the bus is coming.", "'Denn' connects main clauses; verb position stays the same (kommt)."
"Ich kaufe Brot, null ich habe Hunger.", "weil", "", "because", "I am buying bread because I am hungry.", "Subordinating 'weil' moves the verb ('habe') to the very end of its clause."
"null du mir das Salz?", "Gibst", "geben", "Give", "Can you give me the salt? (informal request)", "Question form as a polite imperative: verb ('gibst') + 'du' + object."
"null Sie mir Ihren Namen?", "Geben", "geben", "Give", "Could you give me your name? (formal request)", "Question form as a polite imperative for 'Sie': verb ('geben') + 'Sie'."
"Das Buch ist null dem Tisch.", "unter", "", "under", "The book is under the table.", "Dative preposition 'unter' for location (where? - no movement)."
"Ich lege das Buch null den Tisch.", "unter", "", "under", "I put the book under the table.", "Accusative preposition 'unter' for direction (where to? - movement)."
"Die Lampe hängt null dem Tisch.", "über", "", "over/above", "The lamp hangs over the table.", "Dative preposition 'über' for location (where? - static)."
"Er hängt das Bild null das Sofa.", "über", "", "over/above", "He hangs the picture over the sofa.", "Accusative preposition 'über' for direction (where to? - movement)."
"Die Kinder stehen null dem Baum.", "neben", "", "next to", "The children are standing next to the tree.", "Dative preposition 'neben' for location (where?)."
"Ich stelle den Stuhl null den Tisch.", "neben", "", "next to", "I put the chair next to the table.", "Accusative preposition 'neben' for direction (where to?)."
"Meine Schlüssel sind null der Tasche.", "in", "", "in", "My keys are in the bag.", "Dative preposition 'in' for location (wo? -> in + dem = im)."
"Ich stecke die Schlüssel null die Tasche.", "in", "", "into", "I put the keys into the bag.", "Accusative preposition 'in' for direction (wohin? -> in + die)."
"Die Zeitung liegt null dem Sofa.", "auf", "", "on", "The newspaper is lying on the sofa.", "Dative preposition 'auf' for location (wo? -> auf + dem)."
"Ich lege die Zeitung null das Sofa.", "auf", "", "onto", "I put the newspaper onto the sofa.", "Accusative preposition 'auf' for direction (wohin? -> auf + das)."
"Ich war gestern null Supermarkt.", "im", "", "in the", "I was at the supermarket yesterday.", "Contraction 'im' (in + dem) for Dative location."
"Sie geht null die Post.", "zur", "", "to the", "She is going to the post office.", "Contraction 'zur' (zu + der) for Dative direction (zu + feminine noun)."
"Das Geschenk ist null Peter.", "für", "", "for", "The gift is for Peter.", "Preposition 'für' is always followed by the Accusative case."
"Ohne null kann ich nicht kochen.", "Wasser", "", "water", "Without water I cannot cook.", "Preposition 'ohne' (without) is always followed by the Accusative case."
"Das Haus ist null meinen Eltern.", "von", "", "of/from", "The house belongs to my parents. (The house is from my parents.)", "Preposition 'von' (of/from) is always followed by the Dative case."
"Ich fahre null dem Zug.", "mit", "", "with", "I am traveling by train. (I am traveling with the train.)", "Preposition 'mit' (with) is always followed by the Dative case."
"Ich komme null Schule.", "aus der", "", "from the", "I am coming from school.", "Preposition 'aus' (from) is always followed by the Dative case (aus + der)."
"Das findet null Samstag statt.", "am", "", "on the", "That takes place on Saturday.", "Time expression: 'am' (an + dem) is used for days of the week (Dative)."
"null Abend sehe ich fern.", "Am", "", "In the", "In the evening I watch TV.", "Time expression: 'am' (an + dem) is used for 'Abend', 'Morgen', etc."
"Er arbeitet null Wochenende.", "am", "", "on the", "He works on the weekend.", "Time expression: 'am Wochenende' (on the weekend) is a fixed phrase."
"Wir treffen uns null 10 Uhr.", "um", "", "at", "We are meeting at 10 o'clock.", "Time expression: 'um' is used for precise clock times (Accusative)."
"Ich bleibe null zu Hause.", "zu", "", "to/at", "I am staying at home.", "'zu Hause' (at home) is a fixed expression; 'zu' is a Dative preposition here."
"Der Film beginnt null 20 Uhr.", "um", "", "at", "The film starts at 8 p.m.", "Preposition 'um' for clock times; '20 Uhr' is formal for 8 p.m."
"Ich bin null Jahre alt.", "zwanzig", "", "twenty", "I am twenty years old.", "Numbers 20+ end with '-zig' (zwanzig, dreißig)."
"Das Buch kostet null Euro.", "fünfzehn", "", "fifteen", "The book costs fifteen euros.", "Number formation: 'fünf' (five) + 'zehn' (ten) = fünfzehn."
"Sie hat null Bücher.", "vier", "", "four", "She has four books.", "Cardinal number 'vier' comes before the noun and does not change."
"Ich warte null Minuten.", "zehn", "", "ten", "I am waiting for ten minutes.", "Time expression with numbers: number + 'Minuten' (plural)."
"null Mann ist groß.","der","Mann","masculine","The man is tall.","der is used for masculine nouns, often referring to male people."
"null Frau heißt Anna.","die","Frau","feminine","The woman is called Anna.","die is used for feminine nouns, often referring to female people."
"null Kind spielt.","das","Kind","neuter","The child is playing.","das is used for neuter nouns, often for young beings."
"null Tisch ist neu.","der","Tisch","masculine","The table is new.","der is used for many masculine nouns, especially one-syllable objects."
"null Lampe leuchtet.","die","Lampe","feminine","The lamp is shining.","die is used for most feminine nouns, particularly those ending in -e."
"null Buch ist spannend.","das","Buch","neuter","The book is exciting.","das is used for many neuter nouns, often everyday objects."
"null Hund bellt.","der","Hund","masculine","The dog is barking.","der is used for masculine animals."
"null Katze schläft.","die","Katze","feminine","The cat is sleeping.","die is used for feminine animals."
"null Haus ist groß.","das","Haus","neuter","The house is big.","das is used for many neuter nouns, including buildings."
"null Mädchen heißt Lisa.","das","Mädchen","neuter","The girl is called Lisa.","das is used because nouns ending in -chen are always neuter."
"null Milch ist kalt.","die","Milch","feminine","The milk is cold.","die is used for many feminine nouns, including drinks."
"null Bier ist gut.","das","Bier","neuter","The beer is good.","das is used for many neuter nouns, including beverages."
"null Apfel ist rot.","der","Apfel","masculine","The apple is red.","der is used for many masculine nouns, including fruit."
"null Banane ist gelb.","die","Banane","feminine","The banana is yellow.","die is used for most feminine nouns ending in -e."
"null Auto ist schnell.","das","Auto","neuter","The car is fast.","das is used for many neuter loanwords ending in -o."
"null Vater arbeitet.","der","Vater","masculine","The father works.","der is used for male family members."
"null Mutter kocht.","die","Mutter","feminine","The mother cooks.","die is used for female family members."
"null Baby schreit.","das","Baby","neuter","The baby is crying.","das is often used for young beings and loanwords."
"null Sonne scheint.","die","Sonne","feminine","The sun is shining.","die is used for most feminine nouns ending in -e."
"null Mond ist rund.","der","Mond","masculine","The moon is round.","der is used for many masculine nouns, including celestial bodies."
"null Wasser ist kalt.","das","Wasser","neuter","The water is cold.","das is used for many neuter nouns, including liquids."
"null Freiheit ist wichtig.","die","Freiheit","feminine","Freedom is important.","die is used for nouns ending in -heit."
"null Tourist kommt aus Berlin.","der","Tourist","masculine","The tourist comes from Berlin.","der is often used for male people ending in -ist."
"null Universität ist groß.","die","Universität","feminine","The university is big.","die is used for nouns ending in -tät."
"null Museum ist alt.","das","Museum","neuter","The museum is old.","das is used for nouns ending in -um."
"null Honig ist süß.","der","Honig","masculine","The honey is sweet.","der is used for many nouns ending in -ig."
"null Zeitung ist neu.","die","Zeitung","feminine","The newspaper is new.","die is used for most nouns ending in -ung."
"null Fräulein wohnt hier.","das","Fräulein","neuter","The young lady lives here.","das is used because nouns ending in -lein are always neuter."
"null Parkplatz ist frei.","der","Parkplatz","masculine","The parking space is free.","der is used for masculine compound nouns (last word: der Platz)."
"null Schlafzimmer ist groß.","das","Schlafzimmer","neuter","The bedroom is big.","das is used for neuter compound nouns (last word: das Zimmer)."
"Das ist ein Hund. Das sind zwei null.","Hunde","Hund","add -e","That is one dog. Those are two dogs.","Many one-syllable masculine/neuter nouns add -e (der Hund -> die Hunde)."
"Das ist ein Tisch. Das sind zwei null.","Tische","Tisch","add -e","That is one table. Those are two tables.","Many one-syllable masculine nouns add -e (der Tisch -> die Tische)."
"Das ist ein Buch. Das sind zwei null.","Bücher","Buch","add -er with umlaut","That is one book. Those are two books.","Many neuter nouns add -er and take an umlaut if possible (das Buch -> die Bücher)."
"Das ist ein Haus. Das sind zwei null.","Häuser","Haus","add -er with umlaut","That is one house. Those are two houses.","Many neuter nouns add -er and take an umlaut if possible (das Haus -> die Häuser)."
"Das ist eine Frau. Das sind zwei null.","Frauen","Frau","add -en","That is one woman. Those are two women.","Most feminine nouns add -n or -en (die Frau -> die Frauen)."
"Das ist eine Blume. Das sind zwei null.","Blumen","Blume","add -n","That is one flower. Those are two flowers.","Feminine nouns ending in -e add -n (die Blume -> die Blumen)."
